Kupovina,Održavanje,Vrata,Broj_osoba,Prtljažnik,Bezbednost,Klasa
niska,niska,4,2,srednja,visoka,neprihv
niska,niska,4,2,veliki,niska,neprihv
niska,niska,4,2,veliki,srednja,neprihv
niska,niska,4,2,veliki,visoka,neprihv
niska,niska,4,4,mali,niska,neprihv
niska,niska,4,4,mali,srednja,prihv
niska,niska,4,4,mali,visoka,dobar
niska,niska,4,4,srednja,niska,neprihv
niska,niska,4,4,srednja,srednja,dobar
niska,niska,4,4,srednja,visoka,vdobar
niska,niska,4,4,veliki,niska,neprihv
niska,niska,4,4,veliki,srednja,dobar
niska,niska,4,4,veliki,visoka,vdobar
niska,niska,4,više,mali,niska,neprihv
niska,niska,4,više,mali,srednja,prihv
niska,niska,4,više,mali,visoka,dobar
niska,niska,4,više,srednja,niska,neprihv
niska,niska,4,više,srednja,srednja,dobar
niska,niska,4,više,srednja,visoka,vdobar
niska,niska,4,više,veliki,niska,neprihv
niska,niska,4,više,veliki,srednja,dobar
niska,niska,4,više,veliki,visoka,vdobar
niska,niska,5više,2,mali,niska,neprihv
niska,niska,5više,2,mali,srednja,neprihv
niska,niska,5više,2,mali,visoka,neprihv
niska,niska,5više,2,srednja,niska,neprihv
niska,niska,5više,2,srednja,srednja,neprihv
niska,niska,5više,2,srednja,visoka,neprihv
niska,niska,5više,2,veliki,niska,neprihv
niska,niska,5više,2,veliki,srednja,neprihv
niska,niska,5više,2,veliki,visoka,neprihv
niska,niska,5više,4,mali,niska,neprihv
niska,niska,5više,4,mali,srednja,prihv
niska,niska,5više,4,mali,visoka,dobar
niska,niska,5više,4,srednja,niska,neprihv
niska,niska,5više,4,srednja,srednja,dobar
niska,niska,5više,4,srednja,visoka,vdobar
niska,niska,5više,4,veliki,niska,neprihv
niska,niska,5više,4,veliki,srednja,dobar
niska,niska,5više,4,veliki,visoka,vdobar
niska,niska,5više,više,mali,niska,neprihv
niska,niska,5više,više,mali,srednja,prihv
niska,niska,5više,više,mali,visoka,dobar
niska,niska,5više,više,srednja,niska,neprihv
niska,niska,5više,više,srednja,srednja,dobar
niska,niska,5više,više,srednja,visoka,vdobar
niska,niska,5više,više,veliki,niska,neprihv
niska,niska,5više,više,veliki,srednja,dobar
niska,niska,5više,više,veliki,visoka,vdobar
